source_doi,catalyst_composition,metal_elements,primary_metal,is_noble_metal,is_hybrid,carbon_present,support_substrate,electrolyte_type,electrolyte_composition,pH,temperature_C,ir_compensation,potential_vs_RHE,overpotential_eta10_mV,tafel_slope_mV_dec,stability_value,notes
10.1021/acscatal.3c01249,Mo24N24,['Mo'],Mo,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ4NjI1, equation: H2O(g) - 0.5H2(g) + * -> HO*"
10.1021/acsami.8b15428,Fe6Pt36H9O15,"['Fe', 'Pt']",Pt,True,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246MTczMzI0, equation: H2O(g) - H2(g) + * -> O*"
10.1021/acscatal.3c01249,Mo24N24,['Mo'],Mo,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ4NjI5, equation: H2O(g) - 0.5H2(g) + * -> HO*"
10.1038/s41597-019-0080-z,Ag3Os9,"['Ag', 'Os']",Os,True,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDMxMDg3, equation: H2O(g) - 0.5H2(g) + * -> OH*"
10.1038/s41597-019-0080-z,Ir9Pd3,"['Ir', 'Pd']",Ir,True,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDMxMTY3, equation: H2O(g) - 0.5H2(g) + * -> OH*"
10.1038/s41597-019-0080-z,Ir3Rh9,"['Ir', 'Rh']",Rh,True,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDMxMjE4, equation: H2O(g) - 0.5H2(g) + * -> OH*"
10.1038/s41597-019-0080-z,Ir3Pt9,"['Ir', 'Pt']",Pt,True,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDMxMjM3, equation: H2O(g) - 0.5H2(g) + * -> OH*"
10.1038/s41597-019-0080-z,Ir3Pd9,"['Ir', 'Pd']",Pd,True,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDMxMjU5, equation: H2O(g) - 0.5H2(g) + * -> OH*"
10.1038/s41597-019-0080-z,Au9Ir3,"['Au', 'Ir']",Au,True,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDMxMjc1, equation: H2O(g) - 0.5H2(g) + * -> OH*"
10.1038/s41597-019-0080-z,Cu9Os3,"['Cu', 'Os']",Cu,True,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDMxMzAx, equation: H2O(g) - 0.5H2(g) + * -> OH*"
10.1038/s41597-019-0080-z,Cu6Zn6,"['Cu', 'Zn']",-,False,True,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDMxMzE2, equation: H2O(g) - 0.5H2(g) + * -> OH*"
10.1038/s41597-019-0080-z,Au3Zn9,"['Au', 'Zn']",Zn,True,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDMxMzM4, equation: H2O(g) - 0.5H2(g) + * -> OH*"
10.1038/s41597-019-0080-z,Bi9Ir3,"['Bi', 'Ir']",Bi,True,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDMxMzYw, equation: H2O(g) - 0.5H2(g) + * -> OH*"
10.1021/acscatal.3c01249,Mo24N24,['Mo'],Mo,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ4NjM2, equation: H2O(g) - 0.5H2(g) + * -> HO*"
10.1021/acscatal.3c01249,Mo24N24,['Mo'],Mo,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ4NjM5, equation: H2O(g) - 0.5H2(g) + * -> HO*"
10.1021/acscatal.3c01249,Mo24N24,['Mo'],Mo,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ4NjQz, equation: H2O(g) - 0.5H2(g) + * -> HO*"
10.1021/acsami.8b15428,Au36Fe6H6O12,"['Au', 'Fe']",Au,True,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246MTczMzQ4, equation: H2O(g) - 0.5H2(g) + * -> HO*"
10.1021/acsami.8b15428,Au36Fe6H6O12,"['Au', 'Fe']",Au,True,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246MTczMzQ5, equation: H2O(g) - H2(g) + * -> O*"
10.1021/acsami.8b15428,Ag36Co6H8O14,"['Ag', 'Co']",Ag,True,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246MTczMzUw, equation: 2.0H2O(g) - 1.5H2(g) + * -> HO2*"
10.1021/acsami.8b15428,Ag36Co6H8O14,"['Ag', 'Co']",Ag,True,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246MTczMzUx, equation: H2O(g) - 0.5H2(g) + * -> HO*"
10.1038/s41597-019-0080-z,Ag6Os6,"['Ag', 'Os']",-,True,True,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDMxMDg4, equation: H2O(g) - 0.5H2(g) + * -> OH*"
10.1038/s41597-019-0080-z,Ir9Pd3,"['Ir', 'Pd']",Ir,True,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDMxMTY4, equation: H2O(g) - 0.5H2(g) + * -> OH*"
10.1038/s41597-019-0080-z,Ir3Rh9,"['Ir', 'Rh']",Rh,True,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDMxMjE5, equation: H2O(g) - 0.5H2(g) + * -> OH*"
10.1038/s41597-019-0080-z,Ir3Pt9,"['Ir', 'Pt']",Pt,True,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDMxMjM4, equation: H2O(g) - 0.5H2(g) + * -> OH*"
10.1038/s41597-019-0080-z,Cu9Ir3,"['Cu', 'Ir']",Cu,True,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDMxMzAy, equation: H2O(g) - 0.5H2(g) + * -> OH*"
10.1038/s41597-019-0080-z,Cu6Zn6,"['Cu', 'Zn']",-,False,True,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDMxMzE3, equation: H2O(g) - 0.5H2(g) + * -> OH*"
10.1038/s41597-019-0080-z,Au3Zn9,"['Au', 'Zn']",Zn,True,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDMxMzM5, equation: H2O(g) - 0.5H2(g) + * -> OH*"
10.1021/acscatal.3c01249,Mo24N24,['Mo'],Mo,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ4NjQ2, equation: H2O(g) - 0.5H2(g) + * -> HO*"
10.1021/acscatal.3c01249,Mo24N24,['Mo'],Mo,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ4NjQ3, equation: H2O(g) - 0.5H2(g) + * -> HO*"
10.1021/acscatal.3c01249,Mo24N24,['Mo'],Mo,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ4NjQ5, equation: H2O(g) - 0.5H2(g) + * -> HO*"
10.1021/acscatal.3c01249,Mo24N24,['Mo'],Mo,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ4NjUx, equation: H2O(g) - 0.5H2(g) + * -> HO*"
10.1021/acscatal.3c01249,Mo24N24,['Mo'],Mo,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ4NjUy, equation: H2O(g) - 0.5H2(g) + * -> HO*"
10.1021/acscatal.3c01249,Mo24N24,['Mo'],Mo,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ4NjU1, equation: H2O(g) - 0.5H2(g) + * -> HO*"
10.1021/acsami.8b15428,Co6Pt36H8O14,"['Co', 'Pt']",Pt,True,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246MTczMzc3, equation: 2.0H2O(g) - 1.5H2(g) + * -> HO2*"
10.1021/acsami.8b15428,Co6Pt36H8O14,"['Co', 'Pt']",Pt,True,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246MTczMzc4, equation: H2O(g) - 0.5H2(g) + * -> HO*"
10.1021/acsami.8b15428,Co6Pt36H8O14,"['Co', 'Pt']",Pt,True,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246MTczMzc5, equation: H2O(g) - H2(g) + * -> O*"
10.1021/acsami.8b15428,Au36Mn6H2O14,"['Au', 'Mn']",Au,True,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246MTczMzgz, equation: 2.0H2O(g) - 1.5H2(g) + * -> HO2*"
10.1021/acsami.8b15428,Au36Mn6H2O14,"['Au', 'Mn']",Au,True,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246MTczMzg0, equation: H2O(g) - 0.5H2(g) + * -> HO*"
10.1021/acsami.8b15428,Au36Mn6H2O14,"['Au', 'Mn']",Au,True,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246MTczMzg1, equation: H2O(g) - H2(g) + * -> O*"
10.1021/acscatal.3c01249,Mo24N24,['Mo'],Mo,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ4NjYw, equation: H2O(g) - 0.5H2(g) + * -> HO*"
10.1038/ncomms14169,Au48Co8H4O10,"['Au', 'Co']",Au,True,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246MTczMjEx, equation: 2.0H2O(g) - 1.5H2(g) + * -> HO2*"
10.1038/s41597-019-0080-z,Ag6Os6,"['Ag', 'Os']",-,True,True,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDMxMDg5, equation: H2O(g) - 0.5H2(g) + * -> OH*"
10.1038/s41597-019-0080-z,Ir9Pd3,"['Ir', 'Pd']",Ir,True,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDMxMTY5, equation: H2O(g) - 0.5H2(g) + * -> OH*"
10.1038/s41597-019-0080-z,Ir3Rh9,"['Ir', 'Rh']",Rh,True,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDMxMjIw, equation: H2O(g) - 0.5H2(g) + * -> OH*"
10.1038/s41597-019-0080-z,Ir3Pt9,"['Ir', 'Pt']",Pt,True,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDMxMjM5, equation: H2O(g) - 0.5H2(g) + * -> OH*"
10.1038/s41597-019-0080-z,Cu9Ir3,"['Cu', 'Ir']",Cu,True,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDMxMzAz, equation: H2O(g) - 0.5H2(g) + * -> OH*"
10.1038/s41597-019-0080-z,Au3Zn9,"['Au', 'Zn']",Zn,True,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDMxMzQw, equation: H2O(g) - 0.5H2(g) + * -> OH*"
10.1038/ncomms14169,Au48Co8H4O10,"['Au', 'Co']",Au,True,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246MTczMjEy, equation: H2O(g) - 0.5H2(g) + * -> HO*"
10.1021/acscatal.3c01249,Mo24N24,['Mo'],Mo,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ4NjYy, equation: H2O(g) - 0.5H2(g) + * -> HO*"
10.1021/acscatal.3c01249,Mo24N24,['Mo'],Mo,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ4NjYz, equation: H2O(g) - 0.5H2(g) + * -> HO*"
10.1021/acscatal.3c01249,Mo24N24,['Mo'],Mo,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ4NjY0, equation: H2O(g) - 0.5H2(g) + * -> HO*"
10.1021/acscatal.3c01249,Mo24N24,['Mo'],Mo,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ4NjY3, equation: H2O(g) - 0.5H2(g) + * -> HO*"
10.1038/ncomms14169,Au48Co8H4O10,"['Au', 'Co']",Au,True,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246MTczMjEz, equation: H2O(g) - H2(g) + * -> O*"
10.1038/s41597-019-0080-z,Ag6Os6,"['Ag', 'Os']",-,True,True,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDMxMDkw, equation: H2O(g) - 0.5H2(g) + * -> OH*"
10.1038/s41597-019-0080-z,Ir9Pd3,"['Ir', 'Pd']",Ir,True,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDMxMTcw, equation: H2O(g) - 0.5H2(g) + * -> OH*"
10.1038/s41597-019-0080-z,Ir3Rh9,"['Ir', 'Rh']",Rh,True,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDMxMjIx, equation: H2O(g) - 0.5H2(g) + * -> OH*"
10.1038/s41597-019-0080-z,Ir3Pt9,"['Ir', 'Pt']",Pt,True,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDMxMjQw, equation: H2O(g) - 0.5H2(g) + * -> OH*"
10.1038/s41597-019-0080-z,Cu9Ir3,"['Cu', 'Ir']",Cu,True,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDMxMzA0, equation: H2O(g) - 0.5H2(g) + * -> OH*"
10.1038/s41597-019-0080-z,Ag3Zn9,"['Ag', 'Zn']",Zn,True,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDMxMzQx, equation: H2O(g) - 0.5H2(g) + * -> OH*"
10.1021/acscatal.3c01249,Mo24N24,['Mo'],Mo,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDQ4Njg0, equation: H2O(g) - 0.5H2(g) + * -> HO*"
10.1038/s41467-023-41359-7,Co9Cr2FeMnNiO20,"['Co', 'Cr', 'Fe', 'Mn', 'Ni']",Co,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM3NDMz, equation: H2O(g) - 0.5H2(g) + * -> HO*"
10.1038/s41467-023-41359-7,Co9Cr2FeMnNiO20,"['Co', 'Cr', 'Fe', 'Mn', 'Ni']",Co,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM3NDM0, equation: H2O(g) - H2(g) + * -> O*"
10.1038/s41467-023-41359-7,Co9Cr2FeMnNiO20,"['Co', 'Cr', 'Fe', 'Mn', 'Ni']",Co,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM3NDM1, equation: H2O(g) - 0.5H2(g) + * -> HO*"
10.1038/s41467-023-41359-7,Co9Cr2FeMnNiO20,"['Co', 'Cr', 'Fe', 'Mn', 'Ni']",Co,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM3NDM2, equation: H2O(g) - H2(g) + * -> O*"
10.1038/s41597-019-0080-z,Fe3Ir9,"['Fe', 'Ir']",Ir,True,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDE4MzAy, equation: H2O(g) - H2(g) + * -> O*"
10.1038/s41597-019-0080-z,Ir3V9,"['Ir', 'V']",V,True,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDE3NTc3, equation: NO2(g) + 3* -> N* + 2O*"
10.1038/s41597-019-0080-z,Fe3Ir9,"['Fe', 'Ir']",Ir,True,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDE4MzAz, equation: H2O(g) - H2(g) + * -> O*"
10.1038/s41467-023-41359-7,Co9Cr2FeMnNiO20,"['Co', 'Cr', 'Fe', 'Mn', 'Ni']",Co,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM3NDM3, equation: H2O(g) - 0.5H2(g) + * -> HO*"
10.1038/s41467-023-41359-7,Co10CrFeMnNiO20,"['Co', 'Cr', 'Fe', 'Mn', 'Ni']",Co,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM3NDM4, equation: H2O(g) - H2(g) + * -> O*"
10.1038/s41467-023-41359-7,Co10CrFeMnNiO20,"['Co', 'Cr', 'Fe', 'Mn', 'Ni']",Co,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM3NDM5, equation: H2O(g) - 0.5H2(g) + * -> HO*"
10.1038/s41597-019-0080-z,Nb9Sn3,"['Nb', 'Sn']",Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDE3MjYz, equation: O2(g) + 2* -> 2O*"
10.1038/s41597-019-0080-z,Cu3Sc9,"['Cu', 'Sc']",Sc,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDExMjY5, equation: CO2(g) + 3* -> C* + 2O*"
10.1038/s41597-019-0080-z,Ir3Zr9,"['Ir', 'Zr']",Zr,True,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDEyMjMy, equation: SO2(g) + 3* -> 2O* + S*"
10.1038/s41597-019-0080-z,Fe3Ir9,"['Fe', 'Ir']",Ir,True,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDE4MzAx, equation: H2O(g) - H2(g) + * -> O*"
10.1038/s41467-023-41359-7,Co9Cr2FeMnNiO20,"['Co', 'Cr', 'Fe', 'Mn', 'Ni']",Co,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM3NDQw, equation: H2O(g) - H2(g) + * -> O*"
10.1038/s41467-023-41359-7,Co9Cr2FeMnNiO20,"['Co', 'Cr', 'Fe', 'Mn', 'Ni']",Co,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM3NDQx, equation: H2O(g) - 0.5H2(g) + * -> HO*"
10.1038/s41467-023-41359-7,Ni20O28,['Ni'],Ni,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM3NDQy, equation: 2.0H2O(g) - 1.5H2(g) + * -> HO2*"
10.1038/s41467-023-41359-7,Ni20O28,['Ni'],Ni,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM3NDQz, equation: H2O(g) - H2(g) + * -> O*"
10.1038/s41467-023-41359-7,Ni20O28,['Ni'],Ni,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM3NDQ0, equation: H2O(g) - 0.5H2(g) + * -> HO*"
10.1038/s41467-023-41359-7,Co10CrFeMnNiO20,"['Co', 'Cr', 'Fe', 'Mn', 'Ni']",Co,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM3NDQ1, equation: H2O(g) - H2(g) + * -> O*"
10.1038/s41467-023-41359-7,Co10CrFeMnNiO20,"['Co', 'Cr', 'Fe', 'Mn', 'Ni']",Co,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM3NDQ2, equation: H2O(g) - 0.5H2(g) + * -> HO*"
10.1038/s41467-023-41359-7,Co9CrFe2MnNiO20,"['Co', 'Cr', 'Fe', 'Mn', 'Ni']",Co,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM3NDQ3, equation: H2O(g) - H2(g) + * -> O*"
10.1038/s41597-019-0080-z,Ir3V9,"['Ir', 'V']",V,True,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDE3NTc5, equation: H2O(g) + 3* -> 2H* + O*"
10.1038/s41467-023-41359-7,Co9CrFe2MnNiO20,"['Co', 'Cr', 'Fe', 'Mn', 'Ni']",Co,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM3NDQ4, equation: H2O(g) - 0.5H2(g) + * -> HO*"
10.1038/s41467-023-41359-7,Co10CrFeMnNiO20,"['Co', 'Cr', 'Fe', 'Mn', 'Ni']",Co,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM3NDQ5, equation: H2O(g) - H2(g) + * -> O*"
10.1038/s41467-023-41359-7,Co10CrFeMnNiO20,"['Co', 'Cr', 'Fe', 'Mn', 'Ni']",Co,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM3NDUw, equation: H2O(g) - 0.5H2(g) + * -> HO*"
10.1038/s41467-023-41359-7,Co9CrFe2MnNiO20,"['Co', 'Cr', 'Fe', 'Mn', 'Ni']",Co,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM3NDUx, equation: H2O(g) - H2(g) + * -> O*"
10.1038/s41597-019-0080-z,Ir3Zr9,"['Ir', 'Zr']",Zr,True,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDEyMjM1, equation: H2O2(g) + 4* -> 2H* + 2O*"
10.1038/s41467-023-41359-7,Co9CrFe2MnNiO20,"['Co', 'Cr', 'Fe', 'Mn', 'Ni']",Co,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM3NDUy, equation: H2O(g) - 0.5H2(g) + * -> HO*"
10.1038/s41467-023-41359-7,Co10CrFeMnNiO20,"['Co', 'Cr', 'Fe', 'Mn', 'Ni']",Co,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM3NDUz, equation: H2O(g) - H2(g) + * -> O*"
10.1038/s41467-023-41359-7,Co10CrFeMnNiO20,"['Co', 'Cr', 'Fe', 'Mn', 'Ni']",Co,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM3NDU0, equation: H2O(g) - 0.5H2(g) + * -> HO*"
10.1038/s41467-023-41359-7,Co9Cr2FeMnNiO20,"['Co', 'Cr', 'Fe', 'Mn', 'Ni']",Co,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM3NDU1, equation: H2O(g) - H2(g) + * -> O*"
10.1038/s41467-023-41359-7,Co9Cr2FeMnNiO20,"['Co', 'Cr', 'Fe', 'Mn', 'Ni']",Co,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM3NDU2, equation: H2O(g) - 0.5H2(g) + * -> HO*"
10.1038/s41467-023-41359-7,Co9Cr2FeMnNiO20,"['Co', 'Cr', 'Fe', 'Mn', 'Ni']",Co,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM3NDU3, equation: H2O(g) - H2(g) + * -> O*"
10.1038/s41467-023-41359-7,Co9Cr2FeMnNiO20,"['Co', 'Cr', 'Fe', 'Mn', 'Ni']",Co,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM3NDU4, equation: H2O(g) - 0.5H2(g) + * -> HO*"
10.1038/s41467-023-41359-7,Co10CrFeMnNiO20,"['Co', 'Cr', 'Fe', 'Mn', 'Ni']",Co,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM3NDU5, equation: H2O(g) - H2(g) + * -> O*"
10.1038/s41467-023-41359-7,Co10CrFeMnNiO20,"['Co', 'Cr', 'Fe', 'Mn', 'Ni']",Co,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM3NDYw, equation: H2O(g) - 0.5H2(g) + * -> HO*"
10.1038/s41467-023-41359-7,Co9CrFe2MnNiO20,"['Co', 'Cr', 'Fe', 'Mn', 'Ni']",Co,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM3NDYx, equation: H2O(g) - H2(g) + * -> O*"
10.1038/s41597-019-0080-z,Fe3Os9,"['Fe', 'Os']",Os,True,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDEyNjE1, equation: H2O(g) - H2(g) + * -> O*"
10.1038/s41597-019-0080-z,Mn3Os9,"['Mn', 'Os']",Os,True,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDEyNzEw, equation: H2O(g) - H2(g) + * -> O*"
10.1038/s41597-019-0080-z,Tc9Zn3,"['Tc', 'Zn']",Tc,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDExMjc0, equation: H2O(g) - H2(g) + * -> O*"
10.1038/s41597-019-0080-z,Nb9Sn3,"['Nb', 'Sn']",Nb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDE3MjY4, equation: SO2(g) + 3* -> 2O* + S*"
10.1038/s41597-019-0080-z,Ir3V9,"['Ir', 'V']",V,True,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDE3NTgz, equation: O2(g) + 2* -> 2O*"
10.1038/s41597-019-0080-z,Os3Zr9,"['Os', 'Zr']",Zr,True,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDEyMTM4, equation: CO2(g) + 3* -> C* + 2O*"
10.1038/s41467-023-41359-7,Co9CrFe2MnNiO20,"['Co', 'Cr', 'Fe', 'Mn', 'Ni']",Co,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM3NDYy, equation: H2O(g) - 0.5H2(g) + * -> HO*"
10.1038/s41597-019-0080-z,Cd3Cr9,"['Cd', 'Cr']",Cr,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDE4NTg2, equation: CO2(g) + 3* -> C* + 2O*"
10.1038/s41597-019-0080-z,Al3Cr9,"['Al', 'Cr']",Cr,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDE4NjYy, equation: CO2(g) + 3* -> C* + 2O*"
10.1039/D2TA08854A,Ni8O16,['Ni'],Ni,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM4MDQ5, equation: H2O(g) - H2(g) + * -> O*"
10.1039/D2TA08854A,Ni8O16,['Ni'],Ni,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM4MDUw, equation: 2.0H2O(g) - 1.5H2(g) + * -> HO2*"
10.1039/D2TA08854A,Ni8O15,['Ni'],Ni,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM4MDUx, equation: H2O(g) - 0.5H2(g) + * -> HO*"
10.1039/D2TA08854A,Ni8O15,['Ni'],Ni,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM4MDUy, equation: H2O(g) - H2(g) + * -> O*"
10.1039/D2TA08854A,Ni8O15,['Ni'],Ni,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM4MDUz, equation: 2.0H2O(g) - 1.5H2(g) + * -> HO2*"
10.1039/D2TA08854A,Ni16H7O19,['Ni'],Ni,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM4MDU0, equation: H2O(g) - 0.5H2(g) + * -> HO*"
10.1039/D2TA08854A,Ni16H7O19,['Ni'],Ni,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM4MDU1, equation: H2O(g) - H2(g) + * -> O*"
10.1039/D2TA08854A,Ni16H7O19,['Ni'],Ni,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM4MDU2, equation: 2.0H2O(g) - 1.5H2(g) + * -> HO2*"
10.1039/D2TA08854A,Ni8O47Sb16,"['Ni', 'Sb']",Sb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM4MDU3, equation: H2O(g) - 0.5H2(g) + * -> HO*"
10.1039/D2TA08854A,Ni8O47Sb16,"['Ni', 'Sb']",Sb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM4MDU4, equation: H2O(g) - H2(g) + * -> O*"
10.1039/D2TA08854A,Ni8O47Sb16,"['Ni', 'Sb']",Sb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM4MDU5, equation: 2.0H2O(g) - 1.5H2(g) + * -> HO2*"
10.1039/D2TA08854A,Ni8O48Sb16,"['Ni', 'Sb']",Sb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM4MDYw, equation: H2O(g) - 0.5H2(g) + * -> HO*"
10.1039/D2TA08854A,Ni8O48Sb16,"['Ni', 'Sb']",Sb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM4MDYx, equation: H2O(g) - H2(g) + * -> O*"
10.1039/D2TA08854A,Ni8O48Sb16,"['Ni', 'Sb']",Sb,False,False,False,,,,,,not reported,True,,,,"id: UmVhY3Rpb246NDM4MDYy, equation: 2.0H2O(g) - 1.5H2(g) + * -> HO2*"
